三菱電機,MR-J5-60B4,servo,AC400V,0.6kW,,-,SSCNETIII/H対応サーボアンプ(400V級)。容量0.6kW。電気定格はMR-J5-60G4と同一。総合カタログD-33ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-33,https://drive.google.com/file/d/1LKoVFOraph8zymVjykkInwb0hRDx6THm/view
三菱電機,MR-J5-100B4,servo,AC400V,1kW,,-,SSCNETIII/H対応サーボアンプ(400V級)。容量1kW。電気定格はMR-J5-100G4と同一。総合カタログD-33ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-33,https://drive.google.com/file/d/1LKoVFOraph8zymVjykkInwb0hRDx6THm/view
三菱電機,MR-J5-200B4,servo,AC400V,2kW,,-,SSCNETIII/H対応サーボアンプ(400V級)。容量2kW。電気定格はMR-J5-200G4と同一。総合カタログD-33ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-33,https://drive.google.com/file/d/1LKoVFOraph8zymVjykkInwb0hRDx6THm/view
三菱電機,MR-J5-350B4,servo,AC400V,3.5kW,,-,SSCNETIII/H対応サーボアンプ(400V級)。容量3.5kW。電気定格はMR-J5-350G4と同一。総合カタログD-33ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-33,https://drive.google.com/file/d/1LKoVFOraph8zymVjykkInwb0hRDx6THm/view
三菱電機,MR-J5-10A,servo,AC200V,0.1kW,,-,汎用インタフェース(パルス列/アナログ電圧)対応サーボアンプ。容量0.1kW。電気定格はMR-J5-10Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-20A,servo,AC200V,0.2kW,,-,汎用インタフェース対応サーボアンプ。容量0.2kW。電気定格はMR-J5-20Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-40A,servo,AC200V,0.4kW,,-,汎用インタフェース対応サーボアンプ。容量0.4kW。電気定格はMR-J5-40Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-60A,servo,AC200V,0.6kW,,-,汎用インタフェース対応サーボアンプ。容量0.6kW。電気定格はMR-J5-60Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-70A,servo,AC200V,0.75kW,,-,汎用インタフェース対応サーボアンプ。容量0.75kW。電気定格はMR-J5-70Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-100A,servo,AC200V,1kW,,-,汎用インタフェース対応サーボアンプ。容量1kW。電気定格はMR-J5-100Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-200A,servo,AC200V,2kW,,-,汎用インタフェース対応サーボアンプ。容量2kW。電気定格はMR-J5-200Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-350A,servo,AC200V,3.5kW,,-,汎用インタフェース対応サーボアンプ。容量3.5kW。電気定格はMR-J5-350Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-500A,servo,AC200V,5kW,,-,汎用インタフェース対応サーボアンプ。容量5kW。電気定格はMR-J5-500Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-700A,servo,AC200V,7kW,,-,汎用インタフェース対応サーボアンプ。容量7kW。電気定格はMR-J5-700Gと同一。総合カタログD-36ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-36,https://drive.google.com/file/d/1HaL8OJxRJKyRRmXe2PzsYQGWijWTyN2H/view
三菱電機,MR-J5-60A4,servo,AC400V,0.6kW,,-,汎用インタフェース対応サーボアンプ(400V級)。容量0.6kW。電気定格はMR-J5-60G4と同一。総合カタログD-38ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-38,https://drive.google.com/file/d/1nUnmfBdXcu_PhS6j9lkO1_qNl9fem5rL/view
三菱電機,MR-J5-100A4,servo,AC400V,1kW,,-,汎用インタフェース対応サーボアンプ(400V級)。容量1kW。電気定格はMR-J5-100G4と同一。総合カタログD-38ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-38,https://drive.google.com/file/d/1nUnmfBdXcu_PhS6j9lkO1_qNl9fem5rL/view
三菱電機,MR-J5-200A4,servo,AC400V,2kW,,-,汎用インタフェース対応サーボアンプ(400V級)。容量2kW。電気定格はMR-J5-200G4と同一。総合カタログD-38ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-38,https://drive.google.com/file/d/1nUnmfBdXcu_PhS6j9lkO1_qNl9fem5rL/view
三菱電機,MR-J5-350A4,servo,AC400V,3.5kW,,-,汎用インタフェース対応サーボアンプ(400V級)。容量3.5kW。電気定格はMR-J5-350G4と同一。総合カタログD-38ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-38,https://drive.google.com/file/d/1nUnmfBdXcu_PhS6j9lkO1_qNl9fem5rL/view
