三菱電機,UN-SY21,option,DC24V,15mA(入力),-,-,操作コイル用DC/ACインタフェースユニット(トップオン、トライアック出力)。適用機種:S-N38・N48用。総合カタログ(電磁開閉器)P.192・P.215「8.オプションユニット」より
三菱電機,UN-SY22,option,DC24V,10mA(入力),-,-,操作コイル用DC/ACインタフェースユニット(トップオン、リレー出力)。適用機種:S-N38・N48用。総合カタログ(電磁開閉器)P.192・P.215「8.オプションユニット」より
三菱電機,UN-SY31,option,DC24V,15mA(入力),-,-,操作コイル用DC/ACインタフェースユニット(トライアック出力)。適用機種:S-T65・T80用。総合カタログ(電磁開閉器)P.192・P.215「8.オプションユニット」より
三菱電機,UN-SY32,option,DC24V,10mA(入力),-,-,操作コイル用DC/ACインタフェースユニット(リレー出力)。適用機種:S-T65・T80用。総合カタログ(電磁開閉器)P.192・P.215「8.オプションユニット」より
三菱電機,UT-SD,option,-,-,-,-,主回路導体キット(可逆形電磁接触器用接続導体)。可逆形電磁接触器の主回路を接続するためのキット。総合カタログ(電磁開閉器)P.192・P.213「8.オプションユニット」より
三菱電機,UN-SD,option,-,-,-,-,主回路導体キット(可逆形電磁接触器用接続導体、大型フレーム用)。総合カタログ(電磁開閉器)P.192・P.213「8.オプションユニット」より
三菱電機,UT-SG,option,-,-,-,-,主回路導体キット(可逆形電磁接触器渡り用接続導体)。総合カタログ(電磁開閉器)P.192・P.213「8.オプションユニット」より
三菱電機,UN-SG,option,-,-,-,-,主回路導体キット(可逆形電磁接触器渡り用接続導体、大型フレーム用)。総合カタログ(電磁開閉器)P.192・P.213「8.オプションユニット」より
三菱電機,UN-YG,option,-,-,-,-,3極並列接続ユニット用の3極短絡用主回路接続導体キット。総合カタログ(電磁開閉器)P.192・P.214「8.オプションユニット」より
三菱電機,UT-YD20,option,-,-,-,-,2極短絡用主回路接続導体キット。総合カタログ(電磁開閉器)P.192・P.214「8.オプションユニット」より
三菱電機,UT-YY20,option,-,-,-,-,3極並列接続ユニット(電磁接触器3極を並列接続するためのユニット)。総合カタログ(電磁開閉器)P.192・P.227「8.オプションユニット」より
三菱電機,UT-TH50,option,-,-,-,-,接続導体キット(電磁接触器とサーマルリレーの接続用導体)。総合カタログ(電磁開閉器)P.192・P.227「8.オプションユニット」より
三菱電機,UT-RR,option,-,-,-,-,サーマルリレー用リセットリリースユニット(ヘッドオン、盤外からのサーマルリセット用)。リード線長200/400/550/700mmの品揃えあり(型番末尾の□で区別、要現物・注文仕様確認)。総合カタログ(電磁開閉器)P.192・P.225「8.オプションユニット」より
三菱電機,UN-RR,option,-,-,-,-,サーマルリレー用リセットリリースユニット(単体取付用、盤外からのサーマルリセット用)。リード線長200/400/550/700mmの品揃えあり(型番末尾の□で区別、要現物・注文仕様確認)。総合カタログ(電磁開閉器)P.192・P.225「8.オプションユニット」より
三菱電機,UT-SA13,option,DC200V,-,-,-,操作コイル用サージ吸収器ユニット(トップオン、CR付)。適用機種:S-T10〜T50・B-T21・S-N38・N48等。総合カタログ(電磁開閉器)P.192-194・P.203「8.オプションユニット」より
三菱電機,UT-SA23,option,AC200V,-,-,-,操作コイル用サージ吸収器ユニット(トップオン、CR付)。適用機種:S-T10〜T50・B-T21・S-N38・N48等。総合カタログ(電磁開閉器)P.192-194・P.203「8.オプションユニット」より
三菱電機,UT-SA21,option,AC24V/AC48V/AC200V/AC400V(DC共用),-,-,-,操作コイル用サージ吸収器ユニット(トップオン、バリスタ付)。適用機種:S-T10〜T50・B-T21・S-N38・N48等。総合カタログ(電磁開閉器)P.192-194・P.203「8.オプションユニット」より
三菱電機,UT-SA25,option,AC48V/AC100V/AC200V/AC400V(DC共用),-,-,-,操作コイル用サージ吸収器ユニット(トップオン、バリスタ+CR付)。適用機種:S-T10〜T50・B-T21・S-N38・N48等。総合カタログ(電磁開閉器)P.192-194・P.203「8.オプションユニット」より
三菱電機,UN-SA721,option,AC48V/AC100V/AC200V/AC400V(DC共用),-,-,-,操作コイル用サージ吸収器ユニット(単体取付・トップオン、バリスタ付)。適用機種:S-T65・T80・DU-N30等。総合カタログ(電磁開閉器)P.192-194・P.203「8.オプションユニット」より
三菱電機,UN-SA713,option,DC200V,-,-,-,操作コイル用サージ吸収器ユニット(CR付)。適用機種:S-T65・T80・DU-N30等。総合カタログ(電磁開閉器)P.192-194・P.203「8.オプションユニット」より
三菱電機,UN-SA723,option,AC200V,-,-,-,操作コイル用サージ吸収器ユニット(CR付)。適用機種:S-T65・T80・DU-N30等。総合カタログ(電磁開閉器)P.192-194・P.203「8.オプションユニット」より
三菱電機,UN-SA725,option,AC48V/AC100V/AC200V(DC共用),-,-,-,操作コイル用サージ吸収器ユニット(バリスタ+CR付)。適用機種:S-T65・T80・DU-N30等。総合カタログ(電磁開閉器)P.192-194・P.203「8.オプションユニット」より
三菱電機,UT-SA33,option,-,-,-,-,主回路サージ吸収器ユニット(ヘッドオン、C+Rデルタ接続)。型番末尾でUT-SA3320(S-T10〜T20用)・UT-SA3332(S-T21〜T32用)等に分かれる。総合カタログ(電磁開閉器)P.192-194・P.209「8.オプションユニット」より
三菱電機,UN-SA33,option,AC100~240V,-,-,-,主回路サージ吸収器ユニット(単体取付け、CR付)。適用機種:S-T10〜T100・S-N125〜N800AB等。総合カタログ(電磁開閉器)P.192-194・P.209「8.オプションユニット」より
三菱電機,UN-CV250,option,-,-,-,-,充電部保護カバー(電磁接触器・電磁継電器用)。UN-CV□0シリーズの代表機種、□部分でフレームサイズが変わる(要現物・カタログ確認)。総合カタログ(電磁開閉器)P.193・P.218「8.オプションユニット」より
三菱電機,UN-CZ605,option,-,-,-,-,充電部保護カバー(サーマルリレーTH-T65・TH-N60用)。総合カタログ(電磁開閉器)P.193・P.218「8.オプションユニット」より
三菱電機,UN-CZ500,option,-,-,-,-,充電部保護カバー(電磁接触器の電源側・負荷側用、可逆式電磁開閉器用)。UN-CZ□0シリーズの代表機種。総合カタログ(電磁開閉器)P.193・P.218「8.オプションユニット」より
三菱電機,UN-CZ501,option,-,-,-,-,充電部保護カバー(電磁開閉器の負荷側用、可逆式電磁開閉器用)。UN-CZ□1/□2/□4シリーズの代表機種、□部分でフレームサイズが変わる(要現物・カタログ確認)。総合カタログ(電磁開閉器)P.193・P.218「8.オプションユニット」より
三菱電機,UT-CV107,option,-,-,-,-,誤操作防止カバー(電磁接触器・継電器用、UN-CV□3サーマルリレー(TH-)用にも対応)。総合カタログ(電磁開閉器)P.193・P.224「8.オプションユニット」より
三菱電機,UN-CV203,option,-,-,-,-,誤操作防止カバー(電磁接触器・電磁開閉器用サーマルリレー用)。総合カタログ(電磁開閉器)P.193・P.224「8.オプションユニット」より
三菱電機,UT-CW800,option,-,-,-,-,端子カバー(電磁接触器用)。UT-CW□シリーズの代表機種、□部分でフレームサイズが変わる(要現物・カタログ確認)。総合カタログ(電磁開閉器)P.193・P.224「8.オプションユニット」より
三菱電機,UT-ML20,option,-,-,-,2b(内蔵),機械的インタロックユニット(サイドオン)。単体の電磁接触器2台と組み合わせて可逆形を構成する。電気的インタロック用2b接点内蔵。総合カタログ(電磁開閉器)P.193・P.210「8.オプションユニット」より
三菱電機,UN-ML21,option,-,-,-,-,機械的インタロックユニット(サイドオン、大型フレーム用)。単体の電磁接触器2台と組み合わせて可逆形を構成する。総合カタログ(電磁開閉器)P.193・P.210「8.オプションユニット」より
三菱電機,UT-HZ18,option,-,-,-,-,単体取付ユニット(TH-T18用)。ねじ取付け・IEC35mmレール取付けができる。総合カタログ(電磁開閉器)P.193・P.226「8.オプションユニット」より
三菱電機,UN-RM20,option,-,-,-,-,単体取付ユニット(TH-T25用)。IEC35mmレール取付けができる。総合カタログ(電磁開閉器)P.193・P.226「8.オプションユニット」より
三菱電機,UT-RD13,option,-,-,-,-,3極操作工具。3極同時にスプリング開閉操作ができる(スプリングクランプ端子用)。総合カタログ(電磁開閉器)P.193・P.229「8.オプションユニット」より
